Actual_GPP,Predicted_GPP_Optimized,Predicted_GPP_Linregress
-0.153431,-1843.5126848343796,-2339.779856272787
-0.213213,-2050.5339020403726,-2355.9101797719295
-0.267534,-2372.9604156309724,-2430.4029443172776
-0.080429,-1869.5769994734178,-1989.011193005972
-0.180756,-2206.7810165587443,-2314.741728008358
-0.109402,-1935.2495550928163,-2109.792293384085
-0.125774,-1989.0861897251893,-2166.5488438968405
-0.149866,-2163.6454232643737,-2242.1135685954296
0.160439,-1489.2655840195123,-1984.8730744857423
0.08413,-1840.7105397807654,-2116.9459342483515
0.0858732,-2035.6934642442561,-2135.329600088791
0.0722201,-1990.2458739266776,-2232.514998966831
-0.24224,-2221.439763110839,-2428.28198221445
-0.213676,-1298.5401010851951,-1891.1866327403377
0.00943951,-1386.7782458030424,-1987.8834901725907
-0.021278,-2140.1037442786783,-2288.4627890574798
0.031805,-1239.7523606943791,-1857.6437458310577
0.246945,-1159.8309728594618,-1874.5342833293128
-0.0600054,-2270.6301987414095,-2381.0207028619875
-0.288424,-2328.7744764409013,-2540.754738051349
0.363785,-1597.8206078686292,-2011.2257261994419
0.602524,-1487.835013207376,-2754.238779402175
-1.274,-1529.1887141758386,-2638.581679430249
-0.276568,-2031.5755230983948,-2664.1361557702853
-0.396573,-2017.186170086638,-2200.259456212363
0.0346501,-2018.3486997127768,-2210.6802468549126
0.0487638,-2189.063465967677,-2440.089588772011
0.100236,-1988.4408337904922,-2023.9104390779307
0.18096,-1724.09293531141,-2076.195471589708
-0.366508,-2214.131624680503,-2374.3585628722612
-0.0835405,-1137.9776424186482,-1895.85646188212
0.0934168,-2078.726220472036,-2303.638954138813
-0.0240026,-2288.2849825669396,-2615.622972027417
0.0699741,-1680.6353072698041,-1972.2376544346691
0.167157,-1335.1535544473174,-1989.5445198805746
0.112693,-1616.1713458064607,-2085.9793858777193
0.17411,-2154.4882362224575,-2286.6448101476235
0.216312,-2473.976743901092,-2424.2998875064955
0.324477,-2080.7690127377427,-2272.5732675905265
0.235432,-2302.2076595006974,-2679.8944971370997
0.296078,-2289.359313633075,-2249.6825671630895
0.302132,-2363.457630891025,-2377.348523705724
0.322915,-882.2046141035129,-1878.1945510178828
0.434311,-1882.0792673096307,-2189.3572782948986
0.342673,-1120.9439186045395,-1858.0264750146619
0.466853,-1860.164429484075,-2086.3105247685126
0.464863,-2330.5699723340776,-2650.9139462313196
0.961665,-2157.701801048313,-2062.033447379279
0.710134,-1127.3203722462179,-1911.0100781862973
0.834405,-1987.3031546610646,-2181.040874541456
0.471938,-2270.207376097088,-2389.865873400395
1.96138,-2039.0441305119518,-2202.184061908159
0.549897,-2140.814149126728,-2324.4971159086335
1.15583,-2288.40936864388,-2602.5458672787327
2.15311,-2306.9819540728604,-2552.1587616859597
0.259156,-2288.272884915586,-2266.85617021514
1.89747,-2294.9083164949607,-2642.6836330025776
3.93498,-2303.737743967072,-2684.43469501228
4.98348,-2161.114301370186,-2633.2492470848224
3.69175,-2217.4868177384524,-2445.569315858605
1.25659,-2367.921344116285,-2549.5714762493467
0.754964,-1855.8858526105018,-2063.2225678954437
1.50149,-1745.8437073152609,-2124.7174402348674
3.24375,-1745.0229620755479,-2762.5390721102835
3.7911,-1915.004146456254,-2561.9835819199225
4.5791,-1835.9499732009972,-2449.207464612735
5.06595,-1598.7698086589123,-2603.1164448050836
5.77422,-1618.736326351596,-2803.0030537727234
5.63649,-1950.1878745119395,-2721.3956354169363
3.08667,-2396.72904772242,-2342.225241220154
2.9055,-1849.2100824258212,-2029.9371620788374
3.9766,-741.647853249868,-1853.7705973009572
4.54757,-2245.074538235306,-2544.49626505641
4.71857,-1991.4040438219276,-2682.0697511226845
2.64581,-1924.221683587152,-2327.4961104500494
2.30909,-1432.643174472524,-2043.5145867298263
5.88352,-1882.9215888050785,-2448.8704667720294
6.45085,-1901.923947600403,-2319.5464875154285
2.69926,-1186.0470165268314,-1974.756721609695
8.28723,-2240.4690431782424,-2308.57623218698
8.10015,-1802.9328572511938,-2153.1682901396516
10.1869,-1706.1765297409786,-2117.401033678855
16.3855,-2453.9204359228875,-2441.9427144652223
14.3856,-2281.895621506332,-2493.6608696238704
13.4145,-2112.4821992000675,-2769.677263665526
11.0593,-2111.256759907027,-2647.733242036142
5.198,-1329.4387147596472,-2038.3931635912074
11.3476,-2189.982669228579,-2626.4120628715127
3.22437,-1376.939501942904,-2021.0323516153637
4.49505,-1838.3324712117092,-2273.716272824431
2.66649,-1238.5824610564619,-2070.073378251125
5.19391,-1655.4227172284388,-2328.3092235559084
6.63283,-1957.2839357685405,-2411.1329617282363
6.81858,-1985.9875383547997,-2317.945290316541
9.87982,-1838.575761860615,-2581.397799880957
9.7684,-1576.7115313032446,-2511.370958595445
10.8041,-2260.0654205831725,-2510.1000153357627
10.7603,-2439.645092636764,-2583.0535714450716
10.6163,-2367.4779601775235,-2495.313485912681
8.15433,-1677.0042267430363,-2241.293431839163
12.1274,-2387.5963242041717,-2533.1220405407507
13.5646,-2404.336427860991,-2620.927860890978
11.5311,-2198.996813127058,-2582.580231038103
14.4062,-2433.808893602222,-2468.3518325276327
14.0445,-1838.2543574013941,-2334.5248998110874
10.4314,-1667.5574038516008,-2161.7261537463605
12.7421,-1901.325777096746,-2490.713928772118
4.60026,-1095.92755029967,-1954.359124885638
12.2087,-1943.3156729610218,-2769.200835272819
13.336,-1956.5438176781431,-2682.1953894296967
14.0151,-1967.8069558383506,-2644.381160815383
13.1067,-2203.0446966660247,-2568.0897771672307
14.4414,-2310.005967169438,-2522.5303691209083
13.6081,-2407.2424354976906,-2544.4145423546915
12.2106,-2096.583430648372,-2386.4555066570424
11.226,-1770.7488961627164,-2227.5206243820285
13.0052,-1629.6121948145112,-2754.2817743923224
10.7293,-1637.31825686384,-2332.9214977322113
8.97012,-1485.041310064382,-2283.818558058429
10.7146,-2175.717227362836,-2475.1154135255165
9.83482,-2332.7597270096267,-2536.271338117933
8.23079,-2316.5222874238443,-2405.07641593162
1.92791,-707.933611181852,-1880.4460945524293
11.2887,-1954.0336458910424,-2569.4180801881494
9.48585,-1967.218345415107,-2336.951430515364
9.82195,-2153.693328117392,-2310.494937323046
10.8472,-1992.5884523573902,-2495.085510812076
10.3078,-2202.3930383523157,-2501.7125428727236
8.08858,-1402.3363576474612,-2103.82680222408
8.49122,-1560.0118733254985,-2146.8795622551693
11.0936,-2455.588801166621,-2514.1203638925517
5.21373,-1394.785606188925,-2043.3902207579006
7.54342,-1268.2537125068477,-2029.589019397533
10.8231,-2372.2034272300125,-2501.588727395173
11.3073,-2360.9290905462412,-2424.570097549278
10.7949,-2159.3991623822726,-2325.5053767632708
10.9165,-2338.6363538297787,-2414.7182775066967
11.5241,-2260.7145594973354,-2464.335038289061
10.8055,-1771.9702840837497,-2198.806007757499
9.53902,-2126.3019556394083,-2374.061604029035
9.52139,-1548.5704964498152,-2105.203218876979
8.62886,-1719.1884363133777,-2137.2885739825815
11.3309,-2284.4990016865395,-2407.0946195130928
8.93383,-1655.0052629963473,-2132.5777997277596
8.07078,-2115.173469046655,-2298.9410495402344
8.10352,-1995.392532232716,-2240.787667132273
9.22654,-2411.112348585513,-2406.8867071899786
8.6176,-2345.016011296622,-2447.0324875478736
6.52692,-2256.7526334492322,-2456.2397949835963
-3.91749,-480.4584583319597,-1823.6050959752845
4.02208,-1504.3093808324763,-2081.8333358368986
1.50948,-1572.0230092694324,-2102.295820550075
6.08845,-2015.6894663648723,-2294.1343830381643
5.37873,-2042.0525509728611,-2507.4475391069027
8.0049,-1929.8508638892058,-2467.6064316413776
8.79539,-2089.8256068348596,-2261.0671357496403
7.34995,-1967.8580330351751,-2209.888639650258
9.42801,-2054.2050214496335,-2294.7561291459397
8.33817,-2107.282919531238,-2391.779325170674
8.00246,-1909.110148784937,-2227.82435567434
9.15349,-1718.059248945924,-2150.9242304260238
5.6437,-1078.4392295062548,-1960.4121077439886
8.43761,-2224.200289888342,-2444.7264708498
8.7782,-2073.85863467976,-2436.453294358592
-3.05179,-423.52412262578235,-1779.0251360895993
2.19016,-762.7765988936735,-1877.3229507907174
8.9252,-1836.4030833975876,-2347.8035758731417
8.19594,-1753.245255926375,-2422.1955045384107
8.82986,-1817.3702047474887,-2353.707421369926
5.81276,-1554.3534189939478,-2083.1110282983864
7.7684,-2118.8351781009014,-2345.5443274554286
8.07173,-2117.9432669056378,-2320.561054322735
5.09272,-1089.2174835474773,-1963.6980934608146
3.80084,-594.1701355929222,-1829.8365378116073
7.33657,-2178.8232941651277,-2308.6445820797003
7.85633,-2140.0308240225804,-2311.1736219419317
6.95579,-2012.2862622851906,-2315.400792656492
4.65542,-1338.6285085820934,-2022.5842211111074
2.99409,-600.380692876196,-1848.7042139299938
3.03055,-386.4162859438265,-1805.4502049636103
7.18836,-1876.3615291352671,-2165.207011766223
5.741,-1735.6521867695265,-2131.664468339758
2.17921,-1016.2874985041906,-1871.0795163588573
5.25457,-1910.9329463227268,-2204.2281265377324
0.481127,-725.6678716440862,-1813.197156119621
1.08976,-1035.7871621449997,-1877.774568441342
3.81783,-2133.6805802790527,-2263.206336281843
1.61422,-1192.1120570727994,-1943.5283907515702
0.133678,-755.1073730509567,-1828.5632129416165
1.82317,-801.1462056249856,-1911.7586078474276
5.07646,-1913.3607335133524,-2230.585225289684
2.37198,-925.4076132355239,-1886.6322160030306
0.148465,-1645.309752743128,-2098.704683033218
-0.329895,-793.6052744610125,-1828.0910066737379
4.21959,-1806.8099577242979,-2146.2923233380106
2.71334,-930.5108542896955,-1841.6068033353272
2.71388,-1625.2136026558005,-2064.0054543649835
2.78475,-1342.9236623308827,-1976.5916867341925
2.31109,-1741.879782681042,-2090.271154500075
1.28208,-909.1602379094383,-1858.006237834846
0.96743,-2040.5446647740646,-2201.9041267570483
0.690466,-1032.1663818744314,-1865.9486733182691
0.525202,-2069.4061816081253,-2144.4467821780668
0.232522,-2339.28451870074,-2217.6215514781697
0.422042,-1777.3048526262958,-2016.1345410060078
0.187733,-2165.3814537866806,-2176.6471435603357
0.228611,-2033.181644374243,-2135.5546075499547
0.162083,-1151.978892455959,-1845.4593659315988
0.245993,-1224.8170495358806,-1869.7000671365809
0.133222,-1823.2964399597124,-2076.386643122345
0.111882,-1258.4633321470901,-1881.9249684510564
0.0215665,-1305.3209104854045,-1900.0535265672227
-0.00490954,-1657.7912848551434,-1928.6168504289005
0.0517641,-1962.4001698146117,-2124.242583158483
0.0533283,-1226.228527199499,-1876.8027134707618
0.26015,-1192.438694861751,-1864.361789859467
0.134608,-1530.3839875983813,-1936.6720414830788
0.212902,-2018.8285035457234,-2124.972187822457
0.275856,-1739.5082277005138,-2013.8670029146717
0.137679,-1295.3387792068477,-1872.0430108717694
-0.0583038,-1928.8516651104098,-2103.2186284357995
-0.0339137,-1911.8166435127937,-2051.366780023342
0.0154663,-1799.2116908473818,-2057.5760328122446
-0.0605238,-1896.031102719551,-2090.7144066147416
-0.00236921,-1828.6377478856036,-2019.4506351361135
-0.0665522,-1290.7472225500542,-1882.224370111483
0.07389,-1378.7453586765569,-1877.569418087955
-0.0318752,-2293.804251381738,-2080.9537592033007
0.095124,-1701.608685081014,-1966.699423465272
0.0748376,-1180.710852812766,-1902.2742896865357
-0.219516,-920.1867843187938,-1831.412457943622
-0.01675,-1307.6481718327288,-1871.4537428791332
-0.079462,-1528.4550123048828,-1987.5829816917003
-0.140273,-1677.3927102988887,-1975.4353804855157
-0.17547,-1477.8098321623106,-1904.673468558979
-0.210295,-1696.3895763542355,-1926.459609391109
-0.235289,-1781.2861958157443,-1966.198553981076
-0.247935,-1941.341907090057,-2058.8113944534202
-0.0389059,-1731.5918703914008,-1957.584105668979
0.119302,-1710.212158262978,-2022.8776005851005
0.00637223,-1310.364670826253,-1861.477734374793
-0.0150972,-1362.8525249293941,-1888.4658754321283
0.0563536,-1440.0218798653134,-1899.3631041086267
0.0702631,-1628.2620701692958,-1930.8413547154053
0.102964,-1710.350771364147,-1935.6494278393834
0.00483022,-1781.7507684758368,-1984.2115062641908
0.040707,-1753.8840321362532,-1971.4101902900763
0.0513515,-1831.2807480571648,-1943.0915741558358
0.144105,-1622.5658989518975,-1951.3172569110795
-0.0306301,-1542.2851371338108,-1929.4937572581882
-0.059913,-1927.2286044186087,-2005.9044576997412
0.10391,-1905.0910356251115,-1937.5449860308813
-0.13118,-2067.681158332449,-2010.6667349627442
-0.229748,-2174.6208442987518,-2068.397004464895
0.0481559,-1918.6672086712067,-1982.1724471544778
0.0953004,-1987.0812504024266,-1989.6694095542996
0.0409928,-1787.7589160863706,-2009.7050918169627
0.0816468,-1851.1479541182132,-1961.3283897081296
-0.0940447,-2175.0242656727937,-2071.4759126276904
-0.00656551,-2132.5210154617316,-2021.27294498046
0.0649935,-1796.3033428765264,-2001.281516765022
0.167791,-1623.8977256636563,-1979.3739602597486
-0.0585127,-1184.037440816711,-1843.3246853492483
-0.0576426,-1188.8597116370006,-1852.908682001768
-0.0211914,-1503.7378109245221,-1949.657026368835
0.040705,-1458.274065046904,-1881.0239585224533
-0.0893791,-1839.6547905693367,-1929.90388650043
-0.0351356,-1633.3036726318755,-1916.66374787898
0.130607,-1235.2101821631816,-1835.5785279433678
-0.142464,-1161.49940510937,-1832.8981437249258
-0.0692896,-1435.1404985575928,-1882.586755713831
0.122766,-1608.637820643847,-1902.879834541433
-0.076711,-1656.7630980071433,-1912.6248102280172
0.110579,-1850.489593947868,-1976.8511708756187
-0.0162666,-1726.625556624086,-1923.3306354488545
-0.00558748,-1800.6642692708485,-1906.0148344554925
-0.202159,-2238.4284375180832,-2021.0212951514586
-0.025306,-1819.7783869278692,-1994.1115864006888
-0.0750852,-1467.43819453095,-1930.5532140330558
-0.0348054,-1526.2223575069008,-1891.430936209846
-0.0290342,-1340.4238017233595,-1851.025096560738
-0.592656,-1957.9316624465046,-2040.6772238434905
-0.354077,-1795.4762459996994,-1988.252472619063
-0.0232069,-2144.0231650640185,-2034.8434213194546
0.294051,-2271.4217302684883,-2034.340705198645
0.279553,-1852.5950174218701,-1916.1440852430553
0.296841,-1470.700530276026,-1883.215079092506
0.0262786,-1792.568074103543,-1980.9164904923632
1.05653,-1779.5697859955635,-1977.4369051439369
1.19668,-1741.0372661224892,-1986.0985699092485
0.313717,-1814.4741023412344,-1935.8841844516933
-0.343036,-2184.447685295271,-2060.8020873828723
-0.0685601,-2173.006617355832,-1986.3722834070086
-0.522476,-2169.4010009286008,-2023.448298639161
0.0149462,-2179.3869646470966,-2054.791882365537
-0.243402,-2459.7368929881723,-2083.664717941003
-0.188382,-2333.718946076319,-2098.679663796653
-0.225029,-2245.886928748727,-2099.895362899873
-0.179134,-2150.716266557168,-2086.7669222825166
-0.0633747,-2018.5898276858395,-2022.8040258509666
-0.0529149,-2288.068099242972,-1986.9426699039568
-0.279202,-2095.2955626085527,-2118.2729733292185
-0.00665367,-2246.4821800190803,-2099.022274458366
-0.349504,-2156.9394274613187,-2124.3917464648534
-0.257684,-2169.2225403226107,-2118.9743975697097
0.200256,-2318.8638663690062,-2006.0551280293403
-0.499423,-2117.940113065811,-1986.582950072147
-0.604781,-2179.427893769464,-2133.914724601425
-0.44714,-2375.095822244287,-1958.454306254239
-0.22545,-1894.2372186196687,-1982.4329201147352
-0.817987,-2061.197631964868,-2118.563073022611
0.00715613,-1702.0959483302886,-1921.7812207178922
0.255193,-1525.8352355928357,-1949.1668691107998
0.219111,-1434.4127296194554,-1888.070304576009
0.266059,-1303.016697629572,-1869.2316680222473
0.225178,-1386.0508246814202,-1889.9762933183242
-0.578316,-1866.2414974284166,-2097.7397326792006
-0.442056,-2059.2779731825885,-2105.982849005163
-0.428782,-2048.9007822725075,-2037.2449214214819
-0.39159,-1981.3892832597041,-2156.3494881699426
0.164895,-2041.4767494203659,-2052.153840160138
-0.219538,-1942.9170905415117,-2131.0434338603304
-0.387943,-1957.6649423155404,-2180.4897278835338
-0.242492,-2199.52625209498,-2086.2785638346722
-0.0834959,-1971.9317205748882,-2189.0086782154367
-0.114035,-2119.950947958915,-2196.39577546492
0.0481345,-2161.5171468560193,-2050.790486425623
-0.260689,-1956.522463631448,-2183.5004228403545
-0.179011,-2263.5957486982684,-2214.279951946234
-0.0297986,-1996.0434302821168,-2180.533442530023
-0.0501352,-1598.0308201929963,-1932.3054329331267
-0.131862,-1855.9903980533072,-2122.0389483161425
0.167008,-1864.6975737595671,-2135.4281946092055
-0.0314643,-1552.475219572773,-1894.3502451790075
-0.1544,-1796.8562436009893,-2138.716980641834
-0.267198,-1996.2656337699798,-2133.144259095051
-0.326696,-1811.6264116647217,-2214.9210075391757
-0.414391,-1870.1404587245847,-2246.0208132756848
-0.458784,-1906.4338169245468,-2214.2769511468973
0.299597,-2094.0032760241734,-2192.4269610342703
0.303555,-2111.7895769988613,-2206.7802717277086
0.184843,-1947.822096769067,-2118.8826188267767
-0.490116,-1657.0384220517808,-2257.2031798278663
-0.135773,-2063.1037331875905,-2028.8285185068019
-0.178811,-1812.1290242796206,-2172.143755612779
-0.341219,-1826.580047965536,-2278.049029419452
-0.131103,-2124.5640376349224,-2193.5294382910115
0.0625263,-1779.3047727677717,-2074.25946973414
-0.159661,-2041.3054156012577,-2116.5739136785287
-0.511073,-1655.613212984177,-2308.3548701653363
-0.506677,-2023.704253814219,-2311.9153952051192
-0.0195328,-1845.5469825613422,-2106.730669339167
-0.102877,-2024.714888070929,-2216.9557369938307
-0.067985,-2142.9634621431023,-2281.4498434208253
0.118263,-2094.055298383998,-2243.2311261576397
-0.0226343,-2325.1211264070253,-2317.359761583247
0.0350507,-2143.3609904219666,-2244.126656677166
0.163597,-1921.1777169043419,-2182.1365342973577
0.317498,-1600.0714899381505,-2005.7811550106394
0.145225,-2786.541590153486,-2315.2364111946627
0.159193,-1109.7219878281387,-1880.999227010343
-0.0450294,-1229.1075205726622,-1895.042435497233
0.24276,-1196.578955158366,-1894.7035042829998
-0.193999,-2423.0887409445386,-2341.496634898165
0.0205644,-2628.4893214865783,-2513.058353634422
0.198074,-2135.652191879891,-2141.7537178890343
0.188803,-2256.2117901294037,-2165.289759330217
-0.0530009,-1319.330181317227,-1891.649629126336
0.146137,-1345.9585209605323,-1934.8527234331686
-0.241287,-1827.5589317754566,-2228.4631262715147
-0.0277665,-1839.373368010216,-2186.1682535530417
0.049201,-1667.018534927853,-2083.654510939962
0.420571,-2065.4668445755897,-2230.443871915743
0.148275,-1432.491066748785,-1951.531727558991
-0.0680185,-1499.6161646920182,-1892.102574391471
0.0320414,-1647.9558739224133,-1936.6709420884029
-0.163723,-1750.4421822844083,-2276.926181357059
-0.377547,-2133.883665175843,-2385.070941414278
-0.0752675,-2478.1266892473163,-2232.8137722769684
-1.03477,-2484.371045089792,-2561.650921213887
-0.100035,-2580.427103566911,-2631.1403793419445
-0.537257,-2436.9094773265806,-2637.8607503036596
0.262815,-2413.87319887838,-2670.7616853495238
-1.14776,-2195.2357847455305,-2344.2678755205316
-0.901356,-2542.6560849714956,-2533.564284528362
0.282251,-1594.962094988428,-2728.1685021932394
-0.664414,-2159.833345767896,-2292.339762801879
-0.531285,-1335.745321880095,-1931.4937455529096
-0.778383,-1254.2738379589625,-1883.371528245365
-0.751237,-1297.0225681702766,-1949.7831414279644
-0.0655739,-1231.2935050807992,-1900.4269040582874
-0.108707,-1185.2824555586099,-1891.883419742997
-0.243454,-1533.0201917522631,-2004.814228625739
-0.546874,-2376.1846888566856,-2605.6707139157397
-0.10423,-2351.4027335672804,-2691.7319667443935
0.203664,-2440.1129303740395,-2620.4965320450165
0.200585,-2365.176922876163,-2570.909623310095
0.144998,-2314.3353544092615,-2696.813437844631
0.405939,-2510.236271874579,-2348.3235827363605
0.125075,-2364.163428383362,-2525.063301852322
-0.565674,-2461.724764666627,-2519.435852028967
0.3158,-2482.655372884916,-2419.104662105174
0.24827,-2234.3085472466305,-2740.1264687525027
-0.299216,-2352.627937429353,-2736.7732542140443
-0.0390918,-2109.9937745549205,-2851.3710973811403
0.0078498,-2574.3045000218053,-2472.275611161483
0.0249494,-1296.0857955834306,-1898.4192024822298
0.0626505,-1515.1559126293735,-2032.6858456533193
0.284855,-1411.3358864083816,-2013.2002272007298
0.259824,-2350.10651331346,-2485.3047851584965
-0.112722,-1008.7888827079015,-1853.22440213963
0.42356,-1962.2923953647278,-2201.2101191539846
0.155035,-911.9575250966061,-1854.2874720486984
0.919542,-2322.8594073184254,-2622.417351960339
1.31204,-1952.7269849436038,-2808.0634579469156
1.31753,-2363.4846715233225,-2387.0440159215045
1.67291,-2148.0598776184215,-2666.2403135821164
1.90211,-2258.7899578979336,-2457.5610090146097
1.80455,-2222.747878904035,-2416.9692151504523
2.11632,-2172.630682249942,-2398.0817671238015
4.02507,-968.3160200737215,-1933.175973385928
3.02841,-2312.2254239814683,-2425.385005446722
2.27866,-2403.8020741387922,-2575.230693071069
2.489,-2220.3424888994705,-2150.2527063233324
3.0364,-1944.791730638321,-2845.8507543679116
3.61991,-1320.052888290674,-3030.97136884077
4.26945,-1368.1206811948302,-2994.9324458310557
5.38501,-1506.9429892260334,-2922.8749955698268
6.28887,-1333.016451466558,-2926.6833074224896
6.45225,-1778.9665286153015,-2130.6409782260835
7.27996,-1891.8154078080233,-2727.74912861755
5.01964,-1395.5544072644236,-2005.125676180954
7.96136,-2371.9160174166113,-2591.6628201647663
8.34239,-2033.075560761756,-2763.322322750109
7.55397,-2023.7270220029318,-2670.532857147526
8.90812,-2053.553490796985,-2649.1676135816824
9.5619,-1874.2293030574324,-2749.170136022183
10.5014,-2071.5511129489723,-2563.285762030527
5.16677,-1158.2060425916143,-1939.5031596679778
6.41473,-1164.6714197631206,-1964.3011945883727
5.10793,-825.6401832566752,-1879.0953591974246
8.09255,-1703.2910505766047,-2117.395776783543
4.20391,-833.5675648542829,-1865.9229181929368
9.91392,-2424.8381352046645,-2465.2668951807173
9.90879,-2317.709551683894,-2406.258779496089
9.2218,-2055.7102653392335,-2399.491007499999
10.727,-2234.5918584963165,-2674.76726143509
10.5939,-1995.0339730460619,-2654.192569388889
11.9328,-1697.2847250263253,-2769.1479221948703
11.2447,-1858.3641768790233,-2430.527923916191
12.7775,-2077.7843630442453,-2605.2031742191593
11.2658,-1965.775179314304,-2842.507441055389
12.3246,-1776.9093133203505,-2866.319038550882
12.5973,-1375.2660067556978,-2921.8630431960673
12.6871,-1212.2979996975828,-2890.993892449913
8.27637,-1661.6644831036201,-2192.7477609666776
12.2308,-1836.2029521993504,-2284.9434626277052
12.8409,-1691.7101660084356,-2188.209403516032
9.43171,-1321.9797094718979,-2017.2371140229236
13.7607,-2408.5375773911214,-2412.155884744721
4.45806,-904.1341746049825,-1900.0915948424235
12.4261,-2168.234093609891,-2314.5391786102
13.4461,-1947.0918009709176,-2685.254615781354
13.8769,-1351.4100058772617,-2830.8327613597276
13.4674,-1899.3079552771144,-2337.6599228831456
14.4207,-2036.8564537136674,-2485.458284583605
13.4393,-1871.915990238211,-2573.088657824328
13.0278,-1257.824289730875,-2915.713241723164
13.1116,-1995.5546841126918,-2344.299640546504
13.6613,-2193.7003072116954,-2553.022416241825
14.6986,-2297.684733558103,-2403.9846519141065
11.7212,-1753.4222281900068,-2140.6134155805557
4.22544,-703.8533543692871,-1860.7256906749499
14.1107,-1969.7026783117828,-2210.634011913066
14.3855,-2115.382365087669,-2570.372418900534
14.3091,-2070.9048994762943,-2644.8321774328165
10.5591,-1510.360251899074,-2099.122364340364
10.8862,-1969.9068127640762,-2236.6287403204933
13.3382,-2196.702134844117,-2483.9405747119354
11.591,-2106.578904056286,-2375.677576426162
14.8872,-1993.788660268243,-2758.27095786177
12.9557,-2280.664883853873,-2451.568704372678
13.3099,-2313.5695259330496,-2495.479144857892
9.76324,-1500.454205033317,-2066.6831967930775
11.7951,-1804.6634971112073,-2155.033289060855
14.2231,-2205.169385520567,-2600.056370322845
13.9757,-2086.1563882515406,-2664.1693030747942
11.5407,-1852.8067919132143,-2285.1648341548266
11.9428,-1923.4154503872503,-2354.266195607966
14.8786,-2581.9274182721006,-2461.1584071897187
13.306,-2158.3472889491068,-2517.781573163764
12.6703,-2004.324182525685,-2421.986128843428
11.9418,-2227.754234271844,-2374.5633905865357
11.2619,-1864.1909911367356,-2194.442238962506
11.9087,-1964.6556685217513,-2203.9725787165344
10.1558,-1866.1269615645972,-2174.067303285427
6.74539,-1016.8409101506636,-1954.9541075950763
10.3433,-1946.4381729377792,-2230.045158959644
12.8977,-1874.8643218711804,-2283.521264613669
11.6376,-1747.2122563466944,-2191.2797503486263
12.3743,-2055.850761308428,-2247.656972629665
11.0599,-2243.9660635947325,-2327.0584032309366
11.4823,-1812.1640439317844,-2628.948954581616
11.5618,-1932.8009686146095,-2360.6202732595602
9.52027,-2315.047824185294,-2291.805934365381
11.4865,-2150.3327141337013,-2570.4872053068834
9.45729,-1818.8256284069844,-2616.9562203172477
10.2086,-2124.3956374684244,-2420.8869159149017
11.4992,-1996.1247437060538,-2413.0304215814003
11.2587,-1694.8641787728245,-2582.7300730539127
9.30649,-2114.3620673346745,-2453.873859930589
9.36863,-2023.854370727329,-2440.5528864059293
10.6102,-1502.7500891892143,-2192.9369647550147
6.87421,-1498.2828900238717,-2174.0513848892933
10.7418,-1582.5366563980003,-2134.4281353103274
9.97734,-2032.9549204976477,-2552.8929266803207
4.14731,-1150.5846067298107,-1959.173604702944
11.035,-1982.984748562134,-2326.1566905580294
9.01659,-1607.1551865091362,-2191.2160934969825
9.38691,-1760.546412724754,-2561.7452924591466
10.1982,-2195.2820948636017,-2379.3044413531115
6.86968,-1519.0387116700015,-2085.6155572107577
8.78687,-2082.1145078667555,-2271.272839557843
8.63909,-2206.453976901807,-2379.594757795905
10.0513,-2125.0321491864884,-2410.78264293918
8.10159,-1983.7693070231587,-2359.714559454549
8.44549,-1931.7814130075035,-2565.9617320869243
8.18533,-1569.2359193918826,-2073.2701485015414
8.37219,-2212.531796719909,-2334.2640456768477
7.71463,-2145.545847962544,-2488.5135127788044
8.35175,-1827.5684861907846,-2419.7524204067768
7.84829,-1750.0799362241473,-2389.065328166214
8.41589,-1765.36954233178,-2387.454494936327
8.12123,-1800.2702747324638,-2269.1752672003086
7.88317,-1769.94635877567,-2236.392906117253
8.16944,-1761.5533519022938,-2282.295175903934
3.41251,-341.51524227451375,-1806.9598564008327
5.70326,-861.119618391655,-1913.792627184913
5.50582,-1117.1527266523376,-1949.9556310385312
6.7213,-1753.36040737164,-2121.9763597447077
7.50744,-2157.2597809314334,-2390.5354412648926
8.1597,-1966.371400926946,-2415.799088123857
7.45862,-1916.5426800070293,-2316.146738284373
4.27581,-1229.1607939179885,-1961.3454142265632
6.09564,-2156.6219015519036,-2293.097833818081
4.53558,-1467.4058695147821,-2025.1329592817463
3.36132,-704.5660943422042,-1853.601402507322
5.77332,-2115.7731183894,-2269.010368711299
5.08525,-1867.5234832501578,-2116.3898133312896
4.31175,-1617.2048681378778,-2082.34147897917
3.43539,-1048.8909694724875,-1918.2211759562424
2.55855,-898.5538748130725,-1858.8458061089486
2.56487,-1265.3386528547303,-1958.4791234865413
1.93059,-1329.4764263948175,-1973.9828824213564
1.62073,-1763.198743644775,-2111.8660699095
1.03421,-1682.4676762685428,-2092.3738146687883
0.834629,-2173.2206760192817,-2206.4921871662596
1.39896,-1485.017651170635,-1995.0814368621368
1.3519,-1855.4913221655947,-2126.4004657975147
1.85194,-2229.8864867918023,-2263.1970043862793
1.7346,-2206.895696774851,-2253.997502283751
0.765095,-2277.5407380638117,-2374.7136678923944
0.359179,-1918.7408196977606,-2275.74099213329
0.41876,-1863.2956752935606,-2181.5485436310073
0.307601,-1904.7368391159882,-2200.386846506633
-0.192373,-1048.7243866110466,-1913.3910764315508
